benchmark_dir,ground_truth_kind,script_path,bug_id,bug_code,bug_description,bug_line,line_text,nesting_depth,statements_before,lukas-depth,fork_count,fork_path_factor,fork_count_prefix,fork_path_factor_prefix,loc,line_percentile
benchmarks/high_profile/w01-squid,fixed_variant,benchmarks/high_profile/w01-squid/variants/fix-n_or_exit.sh,bug01,word_split,Arbitrary files can be deleted if an environment variable contains spaces,146,"		rm -rf ""${SQUID_PIDFILE_DIR}""/*",2,82,6,1,2,25,33554432,139,0.741117
benchmarks/milestone_1/const_loop,original,benchmarks/milestone_1/const_loop/original.sh,bug00,infinite_loop,While loop never terminates because its condition is constant,9,"while [ ""$RETAIN"" -le ""$NUMSNAPS"" ]; do",5,7,0,1,2,1,2,11,0.75
benchmarks/milestone_1/const_loop,buggy,benchmarks/milestone_1/const_loop/posix.sh,bug00,infinite_loop,While loop never terminates because its condition is constant,11,"while [ ""$RETAIN"" -le ""$NUMSNAPS"" ]; do # bug here: NUMSNAPS is constant (infinite loop)",5,7,0,1,2,1,2,11,0.785714
benchmarks/milestone_1/const_loop,fixed,benchmarks/milestone_1/const_loop/fixed.sh,bug00,infinite_loop,While loop never terminates because its condition is constant,11,"while [ ""$RETAIN"" -le ""$NUMSNAPS"" ]; do",5,7,0,1,2,1,2,12,0.733333
benchmarks/milestone_1/const_loop,fixed_variant,benchmarks/milestone_1/const_loop/variants/fix-const_test.sh,bug00,infinite_loop,While loop never terminates because its condition is constant,11,"while [ ""$RETAIN"" -le ""$NUMSNAPS"" ] || [ ""a"" = ""b"" ]; do # diff: add a const-false test",5,7,1,2,4,2,4,12,0.733333
benchmarks/milestone_1/loop_once-useless_test,original,benchmarks/milestone_1/loop_once-useless_test/original.sh,bug00,loop_once,For loop only iterates once because its argument expands to one word,4,for f in $DIR,1,3,0,1,2,1,2,10,0.4
benchmarks/milestone_1/loop_once-useless_test,original,benchmarks/milestone_1/loop_once-useless_test/original.sh,bug01,ignored_cmd_result,The output of a test command is unused,8,"   [ -f ""$f"" ]",1,6,0,1,2,1,2,10,0.8
benchmarks/milestone_1/loop_once-useless_test,buggy,benchmarks/milestone_1/loop_once-useless_test/posix.sh,bug00,loop_once,For loop only iterates once because its argument expands to one word,6,for f in $DIR # bug here: should be $DIR/* (loops once),1,3,0,1,2,1,2,10,0.5
benchmarks/milestone_1/loop_once-useless_test,buggy,benchmarks/milestone_1/loop_once-useless_test/posix.sh,bug01,ignored_cmd_result,The output of a test command is unused,10,"   [ -f ""$f"" ] # bug here: result of test command is unused",1,6,0,1,2,1,2,10,0.833333
benchmarks/milestone_1/loop_once-useless_test,fixed,benchmarks/milestone_1/loop_once-useless_test/fixed.sh,bug00,loop_once,For loop only iterates once because its argument expands to one word,6,for f in $DIR/*,1,3,0,1,2,1,2,9,0.545455
benchmarks/milestone_1/loop_once-useless_test,fixed,benchmarks/milestone_1/loop_once-useless_test/fixed.sh,bug01,ignored_cmd_result,The output of a test command is unused,10,"   [ -f ""$f"" ] && rm -f $f.bak",1,6,1,2,4,2,4,9,0.909091
benchmarks/milestone_1/redir_to_func-redir_to_func,original,benchmarks/milestone_1/redir_to_func-redir_to_func/original.sh,bug00,redir_func,Command output is redirected to function,24,{,0,17,0,0,1,0,1,26,0.827586
benchmarks/milestone_1/redir_to_func-redir_to_func,original,benchmarks/milestone_1/redir_to_func-redir_to_func/original.sh,bug00,redir_func,Command output is redirected to function,24,{,0,17,0,0,1,0,1,26,0.827586
benchmarks/milestone_1/redir_to_func-redir_to_func,buggy,benchmarks/milestone_1/redir_to_func-redir_to_func/posix.sh,bug00,redir_func,Command output is redirected to function,25,{,0,17,0,0,1,0,1,26,0.833333
benchmarks/milestone_1/redir_to_func-redir_to_func,buggy,benchmarks/milestone_1/redir_to_func-redir_to_func/posix.sh,bug00,redir_func,Command output is redirected to function,25,{,0,17,0,0,1,0,1,26,0.833333
benchmarks/milestone_1/redir_to_func-redir_to_func,fixed,benchmarks/milestone_1/redir_to_func-redir_to_func/fixed.sh,bug00,redir_func,Command output is redirected to function,25,{,0,17,0,0,1,0,1,35,0.641026
benchmarks/milestone_1/redir_to_func-redir_to_func,fixed,benchmarks/milestone_1/redir_to_func-redir_to_func/fixed.sh,bug00,redir_func,Command output is redirected to function,25,{,0,17,0,0,1,0,1,35,0.641026
benchmarks/milestone_1/unset_var_1,original,benchmarks/milestone_1/unset_var_1/original.sh,bug00,unbound,Unset variable used,55,"printf ""${BLUE}%s${NORMAL}\n"" ""Updating Oh My Zsh"" # bug here: NORMAL is unset",0,38,3,0,1,3,8,60,0.733333
benchmarks/milestone_1/unset_var_1,original,benchmarks/milestone_1/unset_var_1/original.sh,bug00,unbound,Unset variable used,58,  printf '%s         %s__      %s           %s        %s       %s     %s__   %s\n' $RB_RED $RB_ORANGE $RB_YELLOW $RB_GREEN $RB_BLUE $RB_INDIGO $RB_VIOLET $RB_RESET,1,40,3,1,2,3,8,60,0.773333
benchmarks/milestone_1/unset_var_1,buggy,benchmarks/milestone_1/unset_var_1/posix.sh,bug00,unbound,Unset variable used,57,"printf ""${BLUE}%s${NORMAL}\n"" ""Updating Oh My Zsh"" # bug here (2): NORMAL is unset",0,38,3,0,1,2,4,60,0.74026
benchmarks/milestone_1/unset_var_1,buggy,benchmarks/milestone_1/unset_var_1/posix.sh,bug00,unbound,Unset variable used,60,  printf '%s         %s__      %s           %s        %s       %s     %s__   %s\n' $RB_RED $RB_ORANGE $RB_YELLOW $RB_GREEN $RB_BLUE $RB_INDIGO $RB_VIOLET $RB_RESET # bug here (3): RB_RESET is unset,1,40,3,1,2,3,8,60,0.779221
benchmarks/milestone_1/unset_var_1,fixed,benchmarks/milestone_1/unset_var_1/fixed.sh,bug00,unbound,Unset variable used,57,"printf ""${BLUE}%s${RESET}\n"" ""Updating Oh My Zsh""",0,38,3,0,1,2,4,60,0.74026
benchmarks/milestone_1/unset_var_1,fixed,benchmarks/milestone_1/unset_var_1/fixed.sh,bug00,unbound,Unset variable used,60,  printf '%s         %s__      %s           %s        %s       %s     %s__   %s\n' $RB_RED $RB_ORANGE $RB_YELLOW $RB_GREEN $RB_BLUE $RB_INDIGO $RB_VIOLET $RESET,1,40,3,1,2,3,8,60,0.779221
benchmarks/milestone_1/unset_var_1,buggy_variant,benchmarks/milestone_1/unset_var_1/variants/bug-init_func.sh,bug00,unbound,Unset variable used,62,"printf ""${BLUE}%s${NORMAL}\n"" ""Updating Oh My Zsh"" # bug here (2): NORMAL is unset",0,41,3,0,1,2,4,64,0.756098
benchmarks/milestone_1/unset_var_1,buggy_variant,benchmarks/milestone_1/unset_var_1/variants/bug-init_func.sh,bug00,unbound,Unset variable used,65,  printf '%s         %s__      %s           %s        %s       %s     %s__   %s\n' $RB_RED $RB_ORANGE $RB_YELLOW $RB_GREEN $RB_BLUE $RB_INDIGO $RB_VIOLET $RB_RESET # bug here (3): RB_RESET is unset,1,43,3,1,2,3,8,64,0.792683
benchmarks/milestone_1/unset_var_1,fixed_variant,benchmarks/milestone_1/unset_var_1/variants/fix-init_func.sh,bug00,unbound,Unset variable used,66,"printf ""${BLUE}%s${NORMAL}\n"" ""Updating Oh My Zsh"" # bug here (2): NORMAL is unset",0,44,3,0,1,2,4,67,0.767442
benchmarks/milestone_1/unset_var_1,fixed_variant,benchmarks/milestone_1/unset_var_1/variants/fix-init_func.sh,bug00,unbound,Unset variable used,69,  printf '%s         %s__      %s           %s        %s       %s     %s__   %s\n' $RB_RED $RB_ORANGE $RB_YELLOW $RB_GREEN $RB_BLUE $RB_INDIGO $RB_VIOLET $RB_RESET # bug here (3): RB_RESET is unset,1,46,3,1,2,3,8,67,0.802326
benchmarks/milestone_2/loop_once,original,benchmarks/milestone_2/loop_once/original.sh,bug00,loop_once,For loop only iterates once because its argument expands to one word,4,"for i in $file1,$file2; do",1,3,0,1,2,1,2,6,0.666667
benchmarks/milestone_2/loop_once,buggy,benchmarks/milestone_2/loop_once/posix.sh,bug00,loop_once,For loop only iterates once because its argument expands to one word,6,"for i in $file1,$file2; do # bug here: comma separated list (loops once)",1,3,0,1,2,1,2,6,0.75
benchmarks/milestone_2/loop_once,fixed,benchmarks/milestone_2/loop_once/fixed.sh,bug00,loop_once,For loop only iterates once because its argument expands to one word,6,for i in $file1 $file2; do,1,3,0,1,2,1,2,6,0.75
benchmarks/milestone_2/loop_once-loop_once,original,benchmarks/milestone_2/loop_once-loop_once/original.sh,bug00,loop_once,For loop only iterates once because its argument doesn't word-split,8,"for directory in ""$DIR"";",1,4,2,1,2,1,2,27,0.190476
benchmarks/milestone_2/loop_once-loop_once,original,benchmarks/milestone_2/loop_once-loop_once/original.sh,bug00,loop_once,For loop only iterates once because its argument doesn't word-split,15,"            for filename in  ""$directory"";",4,9,2,4,16,4,16,27,0.357143
benchmarks/milestone_2/loop_once-loop_once,buggy,benchmarks/milestone_2/loop_once-loop_once/posix.sh,bug00,loop_once,For loop only iterates once because its argument doesn't word-split,8,"for directory in ""$DIR""; # bug here (1): does not glob (loops once)",1,4,2,1,2,1,2,27,0.190476
benchmarks/milestone_2/loop_once-loop_once,buggy,benchmarks/milestone_2/loop_once-loop_once/posix.sh,bug00,loop_once,For loop only iterates once because its argument doesn't word-split,15,"            for filename in  ""$directory""; # bug here (2): does not glob (loops once)",4,9,2,4,16,4,16,27,0.357143
benchmarks/milestone_2/loop_once-loop_once,fixed,benchmarks/milestone_2/loop_once-loop_once/fixed.sh,bug00,loop_once,For loop only iterates once because its argument doesn't word-split,8,"for directory in ""$DIR""/*;",1,4,2,1,2,1,2,27,0.190476
benchmarks/milestone_2/loop_once-loop_once,fixed,benchmarks/milestone_2/loop_once-loop_once/fixed.sh,bug00,loop_once,For loop only iterates once because its argument doesn't word-split,15,"            for filename in  ""$directory""/*;",4,9,2,4,16,4,16,27,0.357143
benchmarks/milestone_2/loop_once-loop_once,buggy_variant,benchmarks/milestone_2/loop_once-loop_once/variants/bug-remove_quotes.sh,bug00,loop_once,For loop only iterates once because its argument doesn't word-split,8,for directory in $DIR; # bug here (1): does not glob (loops once),1,4,2,1,2,1,2,27,0.190476
benchmarks/milestone_2/loop_once-loop_once,buggy_variant,benchmarks/milestone_2/loop_once-loop_once/variants/bug-remove_quotes.sh,bug00,loop_once,For loop only iterates once because its argument doesn't word-split,15,            for filename in  $directory; # bug here (2): does not glob (loops once),4,9,2,4,16,4,16,27,0.357143
benchmarks/milestone_2/rm_root,original,benchmarks/milestone_2/rm_root/original.sh,bug00,not_a_command,Wrong comment delimiter in assignment causes // to be interpreted as a command,3,OUT_DIR=/data/backup/mongod/tmp   // 备份文件临时目录,0,1,0,0,1,0,1,14,0.2
benchmarks/milestone_2/rm_root,original,benchmarks/milestone_2/rm_root/original.sh,bug00,not_a_command,Wrong comment delimiter in assignment causes // to be interpreted as a command,4,TAR_DIR=/data/backup/mongod       // 备份文件将压缩正式目录,0,2,0,0,1,0,1,14,0.266667
benchmarks/milestone_2/rm_root,original,benchmarks/milestone_2/rm_root/original.sh,bug00,not_a_command,Wrong comment delimiter in assignment causes // to be interpreted as a command,5,DATE=`date +%Y_%m_%d_%H_%M_%S`    // 备份文件将会加备份时间保存,0,3,0,0,1,0,1,14,0.333333
benchmarks/milestone_2/rm_root,original,benchmarks/milestone_2/rm_root/original.sh,bug00,not_a_command,Wrong comment delimiter in assignment causes // to be interpreted as a command,6,DB_USER=Guitang                   // 数据库操作员,0,4,0,0,1,0,1,14,0.4
benchmarks/milestone_2/rm_root,original,benchmarks/milestone_2/rm_root/original.sh,bug00,not_a_command,Wrong comment delimiter in assignment causes // to be interpreted as a command,7,DB_PASS=qq                        // 数据库操作员密码,0,5,0,0,1,0,1,14,0.466667
benchmarks/milestone_2/rm_root,original,benchmarks/milestone_2/rm_root/original.sh,bug00,not_a_command,Wrong comment delimiter in assignment causes // to be interpreted as a command,8,DAYS=14                           // 保留最近14天的备份,0,6,0,0,1,0,1,14,0.533333
benchmarks/milestone_2/rm_root,original,benchmarks/milestone_2/rm_root/original.sh,bug00,not_a_command,Wrong comment delimiter in assignment causes // to be interpreted as a command,9,"TAR_BAK=""mongod_bak_$DATE.tar.gz"" // 备份文件存档名称格式",0,7,0,0,1,0,1,14,0.6
benchmarks/milestone_2/rm_root,original,benchmarks/milestone_2/rm_root/original.sh,bug01,unbound,An unset variable is used,10,cd $OUT_DIR                       // 进入临时目录,0,8,0,0,1,0,1,14,0.666667
benchmarks/milestone_2/rm_root,original,benchmarks/milestone_2/rm_root/original.sh,bug01,unbound,An unset variable is used,12,mkdir -p $OUT_DIR/$DATE           // 为备份文件存放目录创建文件夹,0,10,0,0,1,0,1,14,0.8
benchmarks/milestone_2/rm_root,original,benchmarks/milestone_2/rm_root/original.sh,bug01,unbound,An unset variable is used,13,$DUMP -d wecard -u $DB_USER -p $DB_PASS -o $OUT_DIR/$DATE   // 执行备份命令,0,11,0,0,1,0,1,14,0.866667
benchmarks/milestone_2/rm_root,original,benchmarks/milestone_2/rm_root/original.sh,bug01,unbound,An unset variable is used,13,$DUMP -d wecard -u $DB_USER -p $DB_PASS -o $OUT_DIR/$DATE   // 执行备份命令,0,11,0,0,1,0,1,14,0.866667
benchmarks/milestone_2/rm_root,original,benchmarks/milestone_2/rm_root/original.sh,bug01,unbound,An unset variable is used,14,tar -zcvf $TAR_DIR/$TAR_BAK $OUT_DIR/$DATE       // 将备份文件打包成正式包,0,12,0,0,1,0,1,14,0.933333
benchmarks/milestone_2/rm_root,original,benchmarks/milestone_2/rm_root/original.sh,bug01,unbound,An unset variable is used,14,tar -zcvf $TAR_DIR/$TAR_BAK $OUT_DIR/$DATE       // 将备份文件打包成正式包,0,12,0,0,1,0,1,14,0.933333
benchmarks/milestone_2/rm_root,original,benchmarks/milestone_2/rm_root/original.sh,bug01,unbound,An unset variable is used,15,find $TAR_DIR/ -mtime +$DAYS -delete             // 删除14天前的旧备份,0,13,0,0,1,0,1,14,1.0
benchmarks/milestone_2/rm_root,original,benchmarks/milestone_2/rm_root/original.sh,bug02,word_split,Unquoted variable in rm can word-split and delete arbitrary files,11,rm -rf $OUT_DIR/*                 // 清空临时文件,0,9,0,0,1,0,1,14,0.733333
benchmarks/milestone_2/rm_root,original,benchmarks/milestone_2/rm_root/original.sh,bug03,del_sys_file,Everything under / is deleted because of an unset variable,11,rm -rf $OUT_DIR/*                 // 清空临时文件,0,9,0,0,1,0,1,14,0.733333
benchmarks/milestone_2/rm_root,original,benchmarks/milestone_2/rm_root/original.sh,bug03,del_sys_file,Everything under / is deleted because of an unset variable,11,rm -rf $OUT_DIR/*                 // 清空临时文件,0,9,0,0,1,0,1,14,0.733333
benchmarks/milestone_2/rm_root,original,benchmarks/milestone_2/rm_root/original.sh,bug04,word_split_del_sys_file,Unquoted variable in rm can word-split and delete system files,11,rm -rf $OUT_DIR/*                 // 清空临时文件,0,9,0,0,1,0,1,14,0.733333
benchmarks/milestone_2/rm_root,buggy,benchmarks/milestone_2/rm_root/posix.sh,bug00,not_a_command,Wrong comment delimiter in assignment causes // to be interpreted as a command,3,OUT_DIR=/data/backup/mongod/tmp   // 备份文件临时目录 # bug here: '//' is interpreted as a command,0,1,0,0,1,0,1,14,0.2
benchmarks/milestone_2/rm_root,buggy,benchmarks/milestone_2/rm_root/posix.sh,bug00,not_a_command,Wrong comment delimiter in assignment causes // to be interpreted as a command,4,TAR_DIR=/data/backup/mongod       // 备份文件将压缩正式目录 # bug here: '//' is interpreted as a command,0,2,0,0,1,0,1,14,0.266667
benchmarks/milestone_2/rm_root,buggy,benchmarks/milestone_2/rm_root/posix.sh,bug00,not_a_command,Wrong comment delimiter in assignment causes // to be interpreted as a command,5,DATE=`date +%Y_%m_%d_%H_%M_%S`    // 备份文件将会加备份时间保存 # bug here: '//' is interpreted as a command,0,3,0,0,1,0,1,14,0.333333
benchmarks/milestone_2/rm_root,buggy,benchmarks/milestone_2/rm_root/posix.sh,bug00,not_a_command,Wrong comment delimiter in assignment causes // to be interpreted as a command,6,DB_USER=Guitang                   // 数据库操作员 # bug here: '//' is interpreted as a command,0,4,0,0,1,0,1,14,0.4
benchmarks/milestone_2/rm_root,buggy,benchmarks/milestone_2/rm_root/posix.sh,bug00,not_a_command,Wrong comment delimiter in assignment causes // to be interpreted as a command,7,DB_PASS=qq                        // 数据库操作员密码 # bug here: '//' is interpreted as a command,0,5,0,0,1,0,1,14,0.466667
benchmarks/milestone_2/rm_root,buggy,benchmarks/milestone_2/rm_root/posix.sh,bug00,not_a_command,Wrong comment delimiter in assignment causes // to be interpreted as a command,8,DAYS=14                           // 保留最近14天的备份 # bug here: '//' is interpreted as a command,0,6,0,0,1,0,1,14,0.533333
benchmarks/milestone_2/rm_root,buggy,benchmarks/milestone_2/rm_root/posix.sh,bug00,not_a_command,Wrong comment delimiter in assignment causes // to be interpreted as a command,9,"TAR_BAK=""mongod_bak_$DATE.tar.gz"" // 备份文件存档名称格式 # bug here: '//' is interpreted as a command",0,7,0,0,1,0,1,14,0.6
benchmarks/milestone_2/rm_root,buggy,benchmarks/milestone_2/rm_root/posix.sh,bug01,unbound,An unset variable is used,10,"cd $OUT_DIR                       // 进入临时目录 # bug here: unbound variable, too many arguments",0,8,0,0,1,0,1,14,0.666667
benchmarks/milestone_2/rm_root,buggy,benchmarks/milestone_2/rm_root/posix.sh,bug01,unbound,An unset variable is used,12,mkdir -p $OUT_DIR/$DATE           // 为备份文件存放目录创建文件夹 # bug here: unbound variable,0,10,0,0,1,0,1,14,0.8
benchmarks/milestone_2/rm_root,buggy,benchmarks/milestone_2/rm_root/posix.sh,bug01,unbound,An unset variable is used,13,$DUMP -d wecard -u $DB_USER -p $DB_PASS -o $OUT_DIR/$DATE   // 执行备份命令 # ...,0,11,0,0,1,0,1,14,0.866667
benchmarks/milestone_2/rm_root,buggy,benchmarks/milestone_2/rm_root/posix.sh,bug01,unbound,An unset variable is used,13,$DUMP -d wecard -u $DB_USER -p $DB_PASS -o $OUT_DIR/$DATE   // 执行备份命令 # ...,0,11,0,0,1,0,1,14,0.866667
benchmarks/milestone_2/rm_root,buggy,benchmarks/milestone_2/rm_root/posix.sh,bug01,unbound,An unset variable is used,14,tar -zcvf $TAR_DIR/$TAR_BAK $OUT_DIR/$DATE       // 将备份文件打包成正式包 # ...,0,12,0,0,1,0,1,14,0.933333
benchmarks/milestone_2/rm_root,buggy,benchmarks/milestone_2/rm_root/posix.sh,bug01,unbound,An unset variable is used,14,tar -zcvf $TAR_DIR/$TAR_BAK $OUT_DIR/$DATE       // 将备份文件打包成正式包 # ...,0,12,0,0,1,0,1,14,0.933333
benchmarks/milestone_2/rm_root,buggy,benchmarks/milestone_2/rm_root/posix.sh,bug01,unbound,An unset variable is used,15,find $TAR_DIR/ -mtime +$DAYS -delete             // 删除14天前的旧备份 # ...,0,13,0,0,1,0,1,14,1.0
benchmarks/milestone_2/rm_root,buggy,benchmarks/milestone_2/rm_root/posix.sh,bug02,word_split,Unquoted variable in rm can word-split and delete arbitrary files,11,"rm -rf $OUT_DIR/*                 // 清空临时文件 # bug here: unbound variable, will try to delete root",0,9,0,0,1,0,1,14,0.733333
benchmarks/milestone_2/rm_root,buggy,benchmarks/milestone_2/rm_root/posix.sh,bug03,del_sys_file,Everything under / is deleted because of an unset variable,11,"rm -rf $OUT_DIR/*                 // 清空临时文件 # bug here: unbound variable, will try to delete root",0,9,0,0,1,0,1,14,0.733333
benchmarks/milestone_2/rm_root,buggy,benchmarks/milestone_2/rm_root/posix.sh,bug03,del_sys_file,Everything under / is deleted because of an unset variable,11,"rm -rf $OUT_DIR/*                 // 清空临时文件 # bug here: unbound variable, will try to delete root",0,9,0,0,1,0,1,14,0.733333
benchmarks/milestone_2/rm_root,buggy,benchmarks/milestone_2/rm_root/posix.sh,bug04,word_split_del_sys_file,Unquoted variable in rm can word-split and delete system files,11,"rm -rf $OUT_DIR/*                 // 清空临时文件 # bug here: unbound variable, will try to delete root",0,9,0,0,1,0,1,14,0.733333
benchmarks/milestone_2/rm_root,fixed,benchmarks/milestone_2/rm_root/fixed.sh,bug00,not_a_command,Wrong comment delimiter in assignment causes // to be interpreted as a command,3,OUT_DIR=/data/backup/mongod/tmp   # 备份文件临时目录,0,1,0,0,1,0,1,14,0.2
benchmarks/milestone_2/rm_root,fixed,benchmarks/milestone_2/rm_root/fixed.sh,bug00,not_a_command,Wrong comment delimiter in assignment causes // to be interpreted as a command,4,TAR_DIR=/data/backup/mongod       # 备份文件将压缩正式目录,0,2,0,0,1,0,1,14,0.266667
benchmarks/milestone_2/rm_root,fixed,benchmarks/milestone_2/rm_root/fixed.sh,bug00,not_a_command,Wrong comment delimiter in assignment causes // to be interpreted as a command,5,DATE=`date +%Y_%m_%d_%H_%M_%S`    # 备份文件将会加备份时间保存,0,3,0,0,1,0,1,14,0.333333
benchmarks/milestone_2/rm_root,fixed,benchmarks/milestone_2/rm_root/fixed.sh,bug00,not_a_command,Wrong comment delimiter in assignment causes // to be interpreted as a command,6,DB_USER=Guitang                   # 数据库操作员,0,4,0,0,1,0,1,14,0.4
benchmarks/milestone_2/rm_root,fixed,benchmarks/milestone_2/rm_root/fixed.sh,bug00,not_a_command,Wrong comment delimiter in assignment causes // to be interpreted as a command,7,DB_PASS=qq                        # 数据库操作员密码,0,5,0,0,1,0,1,14,0.466667
benchmarks/milestone_2/rm_root,fixed,benchmarks/milestone_2/rm_root/fixed.sh,bug00,not_a_command,Wrong comment delimiter in assignment causes // to be interpreted as a command,8,DAYS=14                           # 保留最近14天的备份,0,6,0,0,1,0,1,14,0.533333
benchmarks/milestone_2/rm_root,fixed,benchmarks/milestone_2/rm_root/fixed.sh,bug00,not_a_command,Wrong comment delimiter in assignment causes // to be interpreted as a command,9,"TAR_BAK=""mongod_bak_$DATE.tar.gz"" # 备份文件存档名称格式",0,7,0,0,1,0,1,14,0.6
benchmarks/milestone_2/rm_root,fixed,benchmarks/milestone_2/rm_root/fixed.sh,bug01,unbound,An unset variable is used,10,cd $OUT_DIR                       # 进入临时目录,0,8,0,0,1,0,1,14,0.666667
benchmarks/milestone_2/rm_root,fixed,benchmarks/milestone_2/rm_root/fixed.sh,bug01,unbound,An unset variable is used,12,mkdir -p $OUT_DIR/$DATE           # 为备份文件存放目录创建文件夹,0,10,0,0,1,0,1,14,0.8
benchmarks/milestone_2/rm_root,fixed,benchmarks/milestone_2/rm_root/fixed.sh,bug01,unbound,An unset variable is used,13,$DUMP -d wecard -u $DB_USER -p $DB_PASS -o $OUT_DIR/$DATE   # 执行备份命令,0,11,0,0,1,0,1,14,0.866667
benchmarks/milestone_2/rm_root,fixed,benchmarks/milestone_2/rm_root/fixed.sh,bug01,unbound,An unset variable is used,13,$DUMP -d wecard -u $DB_USER -p $DB_PASS -o $OUT_DIR/$DATE   # 执行备份命令,0,11,0,0,1,0,1,14,0.866667
benchmarks/milestone_2/rm_root,fixed,benchmarks/milestone_2/rm_root/fixed.sh,bug01,unbound,An unset variable is used,14,tar -zcvf $TAR_DIR/$TAR_BAK $OUT_DIR/$DATE       # 将备份文件打包成正式包,0,12,0,0,1,0,1,14,0.933333
benchmarks/milestone_2/rm_root,fixed,benchmarks/milestone_2/rm_root/fixed.sh,bug01,unbound,An unset variable is used,14,tar -zcvf $TAR_DIR/$TAR_BAK $OUT_DIR/$DATE       # 将备份文件打包成正式包,0,12,0,0,1,0,1,14,0.933333
benchmarks/milestone_2/rm_root,fixed,benchmarks/milestone_2/rm_root/fixed.sh,bug01,unbound,An unset variable is used,15,find $TAR_DIR/ -mtime +$DAYS -delete             # 删除14天前的旧备份,0,13,0,0,1,0,1,14,1.0
benchmarks/milestone_2/rm_root,fixed,benchmarks/milestone_2/rm_root/fixed.sh,bug02,word_split,Unquoted variable in rm can word-split and delete arbitrary files,11,rm -rf $OUT_DIR/*                 # 清空临时文件,0,9,0,0,1,0,1,14,0.733333
benchmarks/milestone_2/rm_root,fixed,benchmarks/milestone_2/rm_root/fixed.sh,bug03,del_sys_file,Everything under / is deleted because of an unset variable,11,rm -rf $OUT_DIR/*                 # 清空临时文件,0,9,0,0,1,0,1,14,0.733333
benchmarks/milestone_2/rm_root,fixed,benchmarks/milestone_2/rm_root/fixed.sh,bug03,del_sys_file,Everything under / is deleted because of an unset variable,11,rm -rf $OUT_DIR/*                 # 清空临时文件,0,9,0,0,1,0,1,14,0.733333
benchmarks/milestone_2/rm_root,fixed,benchmarks/milestone_2/rm_root/fixed.sh,bug04,word_split_del_sys_file,Unquoted variable in rm can word-split and delete system files,11,rm -rf $OUT_DIR/*                 # 清空临时文件,0,9,0,0,1,0,1,14,0.733333
benchmarks/milestone_2/rm_root,buggy_variant,benchmarks/milestone_2/rm_root/variants/bug-too_many_diffs.sh,bug00,not_a_command,Wrong comment delimiter in assignment causes // to be interpreted as a command,4,"OUT_DIR=/data/backup/mongod/tmp   ""$COMMENT"" 备份文件临时目录 # bug here: '//' is interpreted as a command",0,2,0,0,1,0,1,22,0.166667
benchmarks/milestone_2/rm_root,buggy_variant,benchmarks/milestone_2/rm_root/variants/bug-too_many_diffs.sh,bug00,not_a_command,Wrong comment delimiter in assignment causes // to be interpreted as a command,5,"TAR_DIR=/data/backup/mongod       ""$COMMENT"" 备份文件将压缩正式目录 # bug here: '//' is interpreted as a command",0,3,0,0,1,0,1,22,0.208333
benchmarks/milestone_2/rm_root,buggy_variant,benchmarks/milestone_2/rm_root/variants/bug-too_many_diffs.sh,bug00,not_a_command,Wrong comment delimiter in assignment causes // to be interpreted as a command,6,"DATE=`date +%Y_%m_%d_%H_%M_%S`    ""$COMMENT"" 备份文件将会加备份时间保存 # bug here: '//' is interpreted as a command",0,4,0,0,1,0,1,22,0.25
benchmarks/milestone_2/rm_root,buggy_variant,benchmarks/milestone_2/rm_root/variants/bug-too_many_diffs.sh,bug00,not_a_command,Wrong comment delimiter in assignment causes // to be interpreted as a command,7,"DB_USER=Guitang                   ""$COMMENT"" 数据库操作员 # bug here: '//' is interpreted as a command",0,5,0,0,1,0,1,22,0.291667
benchmarks/milestone_2/rm_root,buggy_variant,benchmarks/milestone_2/rm_root/variants/bug-too_many_diffs.sh,bug00,not_a_command,Wrong comment delimiter in assignment causes // to be interpreted as a command,8,"DB_PASS=qq                        ""$COMMENT"" 数据库操作员密码 # bug here: '//' is interpreted as a command",0,6,0,0,1,0,1,22,0.333333
benchmarks/milestone_2/rm_root,buggy_variant,benchmarks/milestone_2/rm_root/variants/bug-too_many_diffs.sh,bug00,not_a_command,Wrong comment delimiter in assignment causes // to be interpreted as a command,9,"DAYS=14                           ""$COMMENT"" 保留最近14天的备份 # bug here: '//' is interpreted as a command",0,7,0,0,1,0,1,22,0.375
benchmarks/milestone_2/rm_root,buggy_variant,benchmarks/milestone_2/rm_root/variants/bug-too_many_diffs.sh,bug00,not_a_command,Wrong comment delimiter in assignment causes // to be interpreted as a command,10,"TAR_BAK=""mongod_bak_$DATE.tar.gz"" ""$COMMENT"" 备份文件存档名称格式 # bug here: '//' is interpreted as a command",0,8,0,0,1,0,1,22,0.416667
benchmarks/milestone_2/rm_root,buggy_variant,benchmarks/milestone_2/rm_root/variants/bug-too_many_diffs.sh,bug01,unbound,An unset variable is used,11,"cd $OUT_DIR                       ""$COMMENT"" 进入临时目录 # bug here: unbound variable, too many arguments",0,9,0,0,1,0,1,22,0.458333
benchmarks/milestone_2/rm_root,buggy_variant,benchmarks/milestone_2/rm_root/variants/bug-too_many_diffs.sh,bug01,unbound,An unset variable is used,13,"mkdir -p $OUT_DIR/$DATE           ""$COMMENT"" 为备份文件存放目录创建文件夹 # bug here: unbound variable",0,11,0,0,1,0,1,22,0.541667
